Plant,Region,RouteNum,Site,VMI,SiteVolume,RouteVolume,Utilization,TripRound,TripTime,TruckDemand
CPA2,江苏苏州,1,11169,N,129.314016,174.514976,0.805790927895981,2,4.6,1
CPA2,江苏苏州,1,10196,N,45.200959999999995,174.514976,0.805790927895981,2,4.6,1
CPA2,上海安亭,2,11057,N,51.44753050780508,94.58243530780507,0.436717066100607,2,2.4,1
CPA2,上海安亭,2,11365,N,43.1349048,94.58243530780507,0.436717066100607,2,2.4,1
CPA2,江苏南京,3,10375,N,13.415424,13.415424,0.06194326241134751,2,12.45,3
CPA2,上海奉贤,4,10992,N,60.57636906249999,95.23163334821427,0.4397146191092931,2,4.6,1
CPA2,上海奉贤,4,11508,N,34.65526428571428,95.23163334821427,0.4397146191092931,2,4.6,1
CPA2,江苏昆山,5,10160,N,218.46161907069282,218.46161907069282,0.6724710003899872,3,3.65,2
CPA2,上海安亭核心区,6,10178,N,2757.426198967608,2757.426198967608,0.652918475463249,39,1.49,6
CPA2,上海安亭核心区,7,11019,N,1959.5773751585714,1959.5773751585714,0.6462849646836515,28,1.49,5
CPA2,上海安亭核心区,8,10369,N,310.792748609375,310.792748609375,0.717514287384971,4,1.49,1
CPA2,上海安亭核心区,9,YF.RDC,Y,200.00079011749423,200.00079011749423,0.6156446701311755,3,1.49,1
CPA2,上海安亭核心区,10,10264,N,163.70316545659608,163.70316545659608,0.7558693735990879,2,1.49,1
CPA2,上海安亭核心区,11,10486,N,87.34449271666668,146.1365879989744,0.6747589206512927,2,2.24,1
CPA2,上海安亭核心区,11,10274,N,58.7920952823077,146.1365879989744,0.6747589206512927,2,2.24,1
CPA2,上海安亭核心区,12,10490,N,33.538560000000004,95.04852377945149,0.4388691442239744,2,3.74,1
CPA2,上海安亭核心区,12,10262,N,27.69641855968421,95.04852377945149,0.4388691442239744,2,3.74,1
CPA2,上海安亭核心区,12,10151,N,18.87052288851728,95.04852377945149,0.4388691442239744,2,3.74,1
CPA2,上海安亭核心区,12,10232,N,14.943022331249997,95.04852377945149,0.4388691442239744,2,3.74,1
CPA2,上海松江,13,10012,N,206.65901686666666,206.65901686666666,0.6361400982154582,3,4.85,2
CPA2,上海松江,14,10939,N,29.110422,29.110422,0.1344120401152482,2,4.85,1
CPA2,江苏张家港,15,11031,N,26.69337824484849,26.69337824484849,0.12325178341482199,2,6.05,2
CPA2,上海闵行,16,10261,N,12.876479999999999,12.876479999999999,0.059454787234042544,2,4.45,1
CPA2,江苏常熟,17,10261,N,20.21557083333333,20.21557083333333,0.09334169452447791,2,4.45,1
CPA2,上海嘉定,18,上海戎翔供应链管理有限公司,Y,691.4780668888903,691.4780668888903,0.6385546569231034,10,2.85,3
CPA2,上海嘉定,19,上海悦华物流有限公司,Y,539.3762921395105,539.3762921395105,0.6226178017641734,8,2.85,3
CPA2,上海嘉定,20,10023,N,336.55090703125006,336.55090703125006,0.6215848607994423,5,2.85,2
CPA2,上海嘉定,21,上海众月物流有限公司,Y,192.80179840999998,192.80179840999998,0.5934846533010736,3,2.85,1
CPA2,上海嘉定,22,上海佳昱物流有限公司,Y,168.552539905303,168.552539905303,0.778260471637222,2,2.85,1
CPA2,上海嘉定,23,10169,N,156.39921709027777,156.39921709027777,0.7221447302114627,2,2.85,1
CPA2,上海嘉定,24,11106,N,116.35804964573643,146.49980202668883,0.6764359948779588,2,3.6,1
CPA2,上海嘉定,24,10638,N,30.141752380952383,146.49980202668883,0.6764359948779588,2,3.6,1
CPA2,上海嘉定,25,上海双筑实业有限公司,Y,80.13080624999999,80.13080624999999,0.36998931668328894,2,2.85,1
CPA2,上海嘉定,26,上海汇群仓储物流有限公司,Y,49.634033098820275,49.634033098820275,0.2291760541279748,2,2.85,1
CPA2,上海嘉定,27,上海大洋汽车空调配件有限公司,Y,32.19898275000002,32.19898275000002,0.1486729035073139,2,2.85,1
CPA2,上海嘉定,28,上海紫兰工贸有限公司,Y,26.35900050121577,26.35900050121577,0.12170785544665969,2,2.85,1
CPA2,上海嘉定,29,上海安吉速驰物流有限公司,Y,22.146085248885427,22.146085248885427,0.10225549113884005,2,2.85,1
CPA2,上海嘉定,30,上海海林橡塑制品有限公司,Y,10.3589656625,10.3589656625,0.047830626027352975,2,2.85,1
CPA2,上海嘉定,31,10878,N,82.86382499999999,145.0644918353472,0.6698087130399822,2,5.1,2
CPA2,上海嘉定,31,10360,N,24.074615199721677,145.0644918353472,0.6698087130399822,2,5.1,2
CPA2,上海嘉定,31,10367,N,19.234062669458872,145.0644918353472,0.6698087130399822,2,5.1,2
CPA2,上海嘉定,31,10838,N,18.891988966166664,145.0644918353472,0.6698087130399822,2,5.1,2
CPA2,上海青浦,32,11301,N,844.9198751277193,844.9198751277193,0.6502104535495771,12,2.85,4
CPA2,上海青浦,33,10203,N,170.93722691911765,170.93722691911765,0.7892713270127698,2,2.85,1
CPA2,上海青浦,34,10019,N,110.34067162222225,141.1095851638889,0.6515476560832636,2,3.6,1
CPA2,上海青浦,34,11182,N,30.768913541666667,141.1095851638889,0.6515476560832636,2,3.6,1
CPA2,上海青浦,35,11156,N,11.721062068965514,11.721062068965514,0.05411985662753727,2,2.85,1
CPA2,江苏无锡,36,11237,N,188.00578392571424,188.00578392571424,0.5787215078485588,3,5.65,2
